celebrity,total_mentions
nas,19.0
usher,6.0
drake,3.0
johnny depp,1.0
skrillex,1.0
channing tatum,1.0
pink,1.0
robert downey jr,1.0
ed sheeran,1.0
will smith,1.0
rihanna,1.0
bono,1.0
charlie sheen,1.0
